"N","min(Stress (0))","q1(Stress (0))","med(Stress (0))","q3(Stress (0))","max(Stress (0))","avg(Stress (0))","std(Stress (0))","min(Stress (1))","q1(Stress (1))","med(Stress (1))","q3(Stress (1))","max(Stress (1))","avg(Stress (1))","std(Stress (1))","min(Stress (2))","q1(Stress (2))","med(Stress (2))","q3(Stress (2))","max(Stress (2))","avg(Stress (2))","std(Stress (2))","min(Stress (3))","q1(Stress (3))","med(Stress (3))","q3(Stress (3))","max(Stress (3))","avg(Stress (3))","std(Stress (3))","min(Stress (4))","q1(Stress (4))","med(Stress (4))","q3(Stress (4))","max(Stress (4))","avg(Stress (4))","std(Stress (4))","min(Stress (5))","q1(Stress (5))","med(Stress (5))","q3(Stress (5))","max(Stress (5))","avg(Stress (5))","std(Stress (5))","min(Stress (6))","q1(Stress (6))","med(Stress (6))","q3(Stress (6))","max(Stress (6))","avg(Stress (6))","std(Stress (6))","min(Stress (7))","q1(Stress (7))","med(Stress (7))","q3(Stress (7))","max(Stress (7))","avg(Stress (7))","std(Stress (7))","min(Stress (8))","q1(Stress (8))","med(Stress (8))","q3(Stress (8))","max(Stress (8))","avg(Stress (8))","std(Stress (8))","min(Stress (Magnitude))","q1(Stress (Magnitude))","med(Stress (Magnitude))","q3(Stress (Magnitude))","max(Stress (Magnitude))","avg(Stress (Magnitude))","std(Stress (Magnitude))","min(Strain (0))","q1(Strain (0))","med(Strain (0))","q3(Strain (0))","max(Strain (0))","avg(Strain (0))","std(Strain (0))","min(Strain (1))","q1(Strain (1))","med(Strain (1))","q3(Strain (1))","max(Strain (1))","avg(Strain (1))","std(Strain (1))","min(Strain (2))","q1(Strain (2))","med(Strain (2))","q3(Strain (2))","max(Strain (2))","avg(Strain (2))","std(Strain (2))","min(Strain (3))","q1(Strain (3))","med(Strain (3))","q3(Strain (3))","max(Strain (3))","avg(Strain (3))","std(Strain (3))","min(Strain (4))","q1(Strain (4))","med(Strain (4))","q3(Strain (4))","max(Strain (4))","avg(Strain (4))","std(Strain (4))","min(Strain (5))","q1(Strain (5))","med(Strain (5))","q3(Strain (5))","max(Strain (5))","avg(Strain (5))","std(Strain (5))","min(Strain (6))","q1(Strain (6))","med(Strain (6))","q3(Strain (6))","max(Strain (6))","avg(Strain (6))","std(Strain (6))","min(Strain (7))","q1(Strain (7))","med(Strain (7))","q3(Strain (7))","max(Strain (7))","avg(Strain (7))","std(Strain (7))","min(Strain (8))","q1(Strain (8))","med(Strain (8))","q3(Strain (8))","max(Strain (8))","avg(Strain (8))","std(Strain (8))","min(Strain (Magnitude))","q1(Strain (Magnitude))","med(Strain (Magnitude))","q3(Strain (Magnitude))","max(Strain (Magnitude))","avg(Strain (Magnitude))","std(Strain (Magnitude))","min(vtkOriginalCellIds)","q1(vtkOriginalCellIds)","med(vtkOriginalCellIds)","q3(vtkOriginalCellIds)","max(vtkOriginalCellIds)","avg(vtkOriginalCellIds)","std(vtkOriginalCellIds)","vtkValidPointMask","Time"
1,31537,31537,31537,31537,31537,31537,0,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,0,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,0,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,-6.312e-12,0,31537,31537,31537,31537,31537,31537,0,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,0,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,-1.612e-12,0,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,1.0557e-12,0,13609,13609,13609,13609,13609,13609,0,46630,46630,46630,46630,46630,46630,0,-0.14357,-0.14357,-0.14357,-0.14357,-0.14357,-0.14357,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14357,-0.14357,-0.14357,-0.14357,-0.14357,-0.14357,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.48392,0.48392,0.48392,0.48392,0.48392,0.48392,0,1.3324,1.3324,1.3324,1.3324,1.3324,1.3324,0,0,0,0,0,0,0,0,1,848
1,24529,24529,24529,24529,24529,24529,0,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,0,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,0,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,-4.8901e-12,0,24529,24529,24529,24529,24529,24529,0,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,0,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,-1.2927e-12,0,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,8.7548e-13,0,11053,11053,11053,11053,11053,11053,0,36407,36407,36407,36407,36407,36407,0,-0.14382,-0.14382,-0.14382,-0.14382,-0.14382,-0.14382,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14382,-0.14382,-0.14382,-0.14382,-0.14382,-0.14382,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.48534,0.48534,0.48534,0.48534,0.48534,0.48534,0,1.333,1.333,1.333,1.333,1.333,1.333,0,0,0,0,0,0,0,0,1,849
1,15138,15138,15138,15138,15138,15138,0,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,0,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,0,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,-2.4188e-12,0,15138,15138,15138,15138,15138,15138,0,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,0,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,-8.6772e-13,0,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,6.3629e-13,0,7648.8,7648.8,7648.8,7648.8,7648.8,7648.8,0,22733,22733,22733,22733,22733,22733,0,-0.14408,-0.14408,-0.14408,-0.14408,-0.14408,-0.14408,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14408,-0.14408,-0.14408,-0.14408,-0.14408,-0.14408,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.48676,0.48676,0.48676,0.48676,0.48676,0.48676,0,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,0,0,0,0,0,0,0,0,1,850
1,4552,4552,4552,4552,4552,4552,0,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,0,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,0,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,3.5727e-13,0,4552,4552,4552,4552,4552,4552,0,7.581e-14,7.581e-14,7.581e-14,7.581e-14,7.581e-14,7.581e-14,0,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,-9.1419e-14,0,7.581e-14,7.581e-14,7.581e-14,7.581e-14,7.581e-14,7.581e-14,0,3829.1,3829.1,3829.1,3829.1,3829.1,3829.1,0,7490.2,7490.2,7490.2,7490.2,7490.2,7490.2,0,-0.14434,-0.14434,-0.14434,-0.14434,-0.14434,-0.14434,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14434,-0.14434,-0.14434,-0.14434,-0.14434,-0.14434,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.48819,0.48819,0.48819,0.48819,0.48819,0.48819,0,1.3342,1.3342,1.3342,1.3342,1.3342,1.3342,0,0,0,0,0,0,0,0,1,851
1,-5883.9,-5883.9,-5883.9,-5883.9,-5883.9,-5883.9,0,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,0,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,0,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,3.0215e-12,0,-5883.9,-5883.9,-5883.9,-5883.9,-5883.9,-5883.9,0,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,0,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,7.5291e-13,0,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,-5.6004e-13,0,79.703,79.703,79.703,79.703,79.703,79.703,0,8321.5,8321.5,8321.5,8321.5,8321.5,8321.5,0,-0.1446,-0.1446,-0.1446,-0.1446,-0.1446,-0.1446,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.1446,-0.1446,-0.1446,-0.1446,-0.1446,-0.1446,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.48962,0.48962,0.48962,0.48962,0.48962,0.48962,0,1.3347,1.3347,1.3347,1.3347,1.3347,1.3347,0,0,0,0,0,0,0,0,1,852
1,-14841,-14841,-14841,-14841,-14841,-14841,0,5.139e-12,5.139e-12,5.139e-12,5.139e-12,5.139e-12,5.139e-12,0,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,0,5.139e-12,5.139e-12,5.139e-12,5.139e-12,5.139e-12,5.139e-12,0,-14841,-14841,-14841,-14841,-14841,-14841,0,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,0,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,1.4768e-12,0,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,-1.3862e-12,0,-3123.6,-3123.6,-3123.6,-3123.6,-3123.6,-3123.6,0,21220,21220,21220,21220,21220,21220,0,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49106,0.49106,0.49106,0.49106,0.49106,0.49106,0,1.3353,1.3353,1.3353,1.3353,1.3353,1.3353,0,0,0,0,0,0,0,0,1,853
1,-21177,-21177,-21177,-21177,-21177,-21177,0,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,0,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,0,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,6.2606e-12,0,-21177,-21177,-21177,-21177,-21177,-21177,0,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,0,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,2.2305e-12,0,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,-2.1081e-12,0,-5375.6,-5375.6,-5375.6,-5375.6,-5375.6,-5375.6,0,30428,30428,30428,30428,30428,30428,0,-0.14511,-0.14511,-0.14511,-0.14511,-0.14511,-0.14511,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14511,-0.14511,-0.14511,-0.14511,-0.14511,-0.14511,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49249,0.49249,0.49249,0.49249,0.49249,0.49249,0,1.3359,1.3359,1.3359,1.3359,1.3359,1.3359,0,0,0,0,0,0,0,0,1,854
1,-24080,-24080,-24080,-24080,-24080,-24080,0,6.191e-12,6.191e-12,6.191e-12,6.191e-12,6.191e-12,6.191e-12,0,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,0,6.191e-12,6.191e-12,6.191e-12,6.191e-12,6.191e-12,6.191e-12,0,-24080,-24080,-24080,-24080,-24080,-24080,0,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,0,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,2.6014e-12,0,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,-2.7876e-12,0,-6392.9,-6392.9,-6392.9,-6392.9,-6392.9,-6392.9,0,34650,34650,34650,34650,34650,34650,0,-0.14537,-0.14537,-0.14537,-0.14537,-0.14537,-0.14537,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14537,-0.14537,-0.14537,-0.14537,-0.14537,-0.14537,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49393,0.49393,0.49393,0.49393,0.49393,0.49393,0,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,0,0,0,0,0,0,0,0,1,855
1,-23177,-23177,-23177,-23177,-23177,-23177,0,5.047e-12,5.047e-12,5.047e-12,5.047e-12,5.047e-12,5.047e-12,0,2.097e-12,2.097e-12,2.097e-12,2.097e-12,2.097e-12,2.097e-12,0,5.047e-12,5.047e-12,5.047e-12,5.047e-12,5.047e-12,5.047e-12,0,-23177,-23177,-23177,-23177,-23177,-23177,0,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,0,2.097e-12,2.097e-12,2.097e-12,2.097e-12,2.097e-12,2.097e-12,0,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,-2.6158e-12,0,-6050.6,-6050.6,-6050.6,-6050.6,-6050.6,-6050.6,0,33331,33331,33331,33331,33331,33331,0,-0.14563,-0.14563,-0.14563,-0.14563,-0.14563,-0.14563,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14563,-0.14563,-0.14563,-0.14563,-0.14563,-0.14563,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49538,0.49538,0.49538,0.49538,0.49538,0.49538,0,1.3371,1.3371,1.3371,1.3371,1.3371,1.3371,0,0,0,0,0,0,0,0,1,856
1,-18579,-18579,-18579,-18579,-18579,-18579,0,3.646e-12,3.646e-12,3.646e-12,3.646e-12,3.646e-12,3.646e-12,0,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,0,3.646e-12,3.646e-12,3.646e-12,3.646e-12,3.646e-12,3.646e-12,0,-18579,-18579,-18579,-18579,-18579,-18579,0,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,0,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,1.6694e-12,0,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,-2.0975e-12,0,-4397.3,-4397.3,-4397.3,-4397.3,-4397.3,-4397.3,0,26640,26640,26640,26640,26640,26640,0,-0.14589,-0.14589,-0.14589,-0.14589,-0.14589,-0.14589,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14589,-0.14589,-0.14589,-0.14589,-0.14589,-0.14589,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49682,0.49682,0.49682,0.49682,0.49682,0.49682,0,1.3377,1.3377,1.3377,1.3377,1.3377,1.3377,0,0,0,0,0,0,0,0,1,857
1,-10872,-10872,-10872,-10872,-10872,-10872,0,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,0,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,0,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,2.0866e-12,0,-10872,-10872,-10872,-10872,-10872,-10872,0,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,0,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,9.8552e-13,0,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,-1.6839e-12,0,-1649,-1649,-1649,-1649,-1649,-1649,0,15464,15464,15464,15464,15464,15464,0,-0.14614,-0.14614,-0.14614,-0.14614,-0.14614,-0.14614,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14614,-0.14614,-0.14614,-0.14614,-0.14614,-0.14614,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49828,0.49828,0.49828,0.49828,0.49828,0.49828,0,1.3383,1.3383,1.3383,1.3383,1.3383,1.3383,0,0,0,0,0,0,0,0,1,858
1,-1041,-1041,-1041,-1041,-1041,-1041,0,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,0,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,0,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,7.5515e-13,0,-1041,-1041,-1041,-1041,-1041,-1041,0,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,0,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,2.9424e-13,0,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,-5.3773e-13,0,1838.5,1838.5,1838.5,1838.5,1838.5,1838.5,0,2355.4,2355.4,2355.4,2355.4,2355.4,2355.4,0,-0.1464,-0.1464,-0.1464,-0.1464,-0.1464,-0.1464,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.1464,-0.1464,-0.1464,-0.1464,-0.1464,-0.1464,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.49973,0.49973,0.49973,0.49973,0.49973,0.49973,0,1.3389,1.3389,1.3389,1.3389,1.3389,1.3389,0,0,0,0,0,0,0,0,1,859
1,9654,9654,9654,9654,9654,9654,0,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,0,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,0,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,-3.3134e-13,0,9654,9654,9654,9654,9654,9654,0,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,0,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,-3.3267e-13,0,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,7.3444e-13,0,5615.9,5615.9,5615.9,5615.9,5615.9,5615.9,0,14763,14763,14763,14763,14763,14763,0,-0.14666,-0.14666,-0.14666,-0.14666,-0.14666,-0.14666,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14666,-0.14666,-0.14666,-0.14666,-0.14666,-0.14666,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.50119,0.50119,0.50119,0.50119,0.50119,0.50119,0,1.3395,1.3395,1.3395,1.3395,1.3395,1.3395,0,0,0,0,0,0,0,0,1,860
1,19839,19839,19839,19839,19839,19839,0,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,0,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,0,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,-9.1348e-13,0,19839,19839,19839,19839,19839,19839,0,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,0,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,-7.6244e-13,0,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,2.1582e-12,0,9197.1,9197.1,9197.1,9197.1,9197.1,9197.1,0,29526,29526,29526,29526,29526,29526,0,-0.14691,-0.14691,-0.14691,-0.14691,-0.14691,-0.14691,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14691,-0.14691,-0.14691,-0.14691,-0.14691,-0.14691,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.50265,0.50265,0.50265,0.50265,0.50265,0.50265,0,1.3401,1.3401,1.3401,1.3401,1.3401,1.3401,0,0,0,0,0,0,0,0,1,861
1,28202,28202,28202,28202,28202,28202,0,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,0,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,0,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,-7.3303e-13,0,28202,28202,28202,28202,28202,28202,0,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,0,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,-8.3595e-13,0,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,3.2549e-12,0,12122,12122,12122,12122,12122,12122,0,41685,41685,41685,41685,41685,41685,0,-0.14717,-0.14717,-0.14717,-0.14717,-0.14717,-0.14717,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14717,-0.14717,-0.14717,-0.14717,-0.14717,-0.14717,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.50411,0.50411,0.50411,0.50411,0.50411,0.50411,0,1.3407,1.3407,1.3407,1.3407,1.3407,1.3407,0,0,0,0,0,0,0,0,1,862
1,33661,33661,33661,33661,33661,33661,0,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,0,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,0,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,-2.2838e-13,0,33661,33661,33661,33661,33661,33661,0,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,0,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,-8.1208e-13,0,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,3.9691e-12,0,14017,14017,14017,14017,14017,14017,0,49624,49624,49624,49624,49624,49624,0,-0.14743,-0.14743,-0.14743,-0.14743,-0.14743,-0.14743,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.14743,-0.14743,-0.14743,-0.14743,-0.14743,-0.14743,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.50558,0.50558,0.50558,0.50558,0.50558,0.50558,0,1.3413,1.3413,1.3413,1.3413,1.3413,1.3413,0,0,0,0,0,0,0,0,1,863
